*************,Rating,RatingBinary,prepCommentText,CommentText,UserID,ProductCategory,ProductType,ProductBrand,LinkProduct,ProductName,ProductPrice,PIC,Check,Unnamed: 12
700,1,"[1, 0, 0, 0, 0]",lừa_đảo khách_hàng hình 22 5 w hành 10w nhân_viên hổ trợ bảo đặt_hàng kĩ treo đầu dê thịt chó mua,"lừa đảo khách hàng, trên hình là 22.5w nhưng đặt hành thì là 10w nhờ nhân viên hổ trợ thì bảo là đặt hàng mà xem không kĩ thì chịu. treo đầu dê bán thịt chó à không nên mua",lê H.,Phụ kiện điện thoại& Máy tính bảng,Pin sạc dự phòng,Robot,https://www.lazada.vn/products/pin-du-phong-robot-rt25-ban-nang-cap-cua-rt23-dung-luong-cao-20000mah-cuc-sac-led-hien-thi-pin-nho-gon-2-cong-sac-vao-2-cong-sac-ra-i1340085122-s11796841509.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A1340085122%253Bsrc%253ALazadaMainSrp%253Brn%253A8940165621ebe3a323b487612ab806cc%253Bregion%253Avn%253Bsku%253A1340085122_VNAMZ%253Bprice%253A329000%253Bclient%253Adesktop%253Bsupplier_id%253A200157990106%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A15%253Butlog_bucket_id%253A470687%253Basc_category_id%253A9031%253Bitem_id%253A1340085122%253Bsku_id%253A11796841509%253Bshop_id%253A772654%253BtemplateInfo%253A107883_A3_C_D_E%25231103_B_L%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=3.29E%205&priceCompare=skuId%3A11796841509%3Bsource%3Alazada-search-voucher%3Bsn%3A8940165621ebe3a323b487612ab806cc%3BunionTrace%3A2d7cff1617268652342142788e%3BoriginPrice%3A329000%3BvoucherPrice%3A329000%3BdisplayPrice%3A329000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726865234521%3BsearchDisctDet%3A%5B%7B%22discountValue%22%3A0%2C%22newUserVoucher%22%3Afalse%2C%22toolCode%22%3A%22shopPromotionPart%22%2C%22voucherId%22%3A900000029084244%7D%5D&ratingscore=4.859050445103858&request_id=8940165621ebe3a323b487612ab806cc&review=674&sale=2093&search=1&source=search&spm=a2o4n.searchlistcategory.list.15&stock=1,Pin dự phòng ROBOT RT25 [Bản nâng cấp của RT23] dung lượng cao 20000mAh cục sạc led hiển thị pin nhỏ gọn 2 cổng sạc vào 2 cổng sạc ra,329,20200679,,OK
763,5,"[0, 0, 0, 0, 1]",hàng quảng_cáo tiếp_tục ủng_hộ shop tiếp đánh_giá shop 5,"hàng đã nhận như quảng cáo. sẽ tiếp tục ủng hộ shop tiếp. đánh giá shop 5 sao. ,...............",tran L.,Camera giám sát,Camera an ninh CCTV,Hikvision,https://www.lazada.vn/products/camera-hdtvi-2mp-full-color-hikvision-ds-2ce76d0t-exlpf-i1733273688.html?spm=a2o4n.searchlistcategory.list.36.d8e9523d6TA8nh,Camera HDTVI 2MP Full Color HIKVISION DS-2CE76D0T-EXLPF,358,20210600,,OK
764,5,"[0, 0, 0, 0, 1]",lắp thay_thế_mà hình shop oi,Lắp thay thế mà Không lên hình shop oi,Dung T.,Camera giám sát,Camera an ninh CCTV,Hikvision,https://www.lazada.vn/products/camera-hdtvi-2mp-full-color-hikvision-ds-2ce76d0t-exlpf-i1733273688.html?spm=a2o4n.searchlistcategory.list.36.d8e9523d6TA8nh,Camera HDTVI 2MP Full Color HIKVISION DS-2CE76D0T-EXLPF,358,20210600,,OK
765,5,"[0, 0, 0, 0, 1]",chất_lượng ok tầm giá,chất lượng ok với tầm giá,Lê N.,Camera giám sát,Camera an ninh CCTV,Hikvision,https://www.lazada.vn/products/camera-hdtvi-2mp-full-color-hikvision-ds-2ce76d0t-exlpf-i1733273688.html?spm=a2o4n.searchlistcategory.list.36.d8e9523d6TA8nh,Camera HDTVI 2MP Full Color HIKVISION DS-2CE76D0T-EXLPF,358,20210600,,OK
766,4,"[0, 0, 0, 1, 0]",hàng đóng_gói cẩn_thận hỉnh_thức đẹp ổ_cứng 320 trở đọc ổ_cứng 1 t_đọc chậm thi_thoảng treo máy mấy đèn tín_hiệu chớp 1 câi tắt tác_dụng,"Đã nhận hàng, đóng gói cẩn thận. Hỉnh thức đẹp Ổ cứng 320 trở xuống đọc rất tốt Ổ cứng 1 T đọc chậm và thi thoảng bị treo máy Mấy cái đèn tín hiệu chỉ chớp lên 1 câi rồi tắt không có tác dụng",Bình T.,Thiết bị số,Bộ sạc đa năng,Seagate,https://www.lazada.vn/products/dau-doc-o-cung-docking-seagate-35-usb-30-i209735989.html?spm=a2o4n.searchlistcategory.list.39.5f1f1714WLyRPn,Đầu đọc ổ cứng Docking Seagate 3.5 USB 3.0,125,20210600,,OK
767,5,"[0, 0, 0, 0, 1]",hoàn_hảo đam_mê thể_thao chạy vật_liệu bền lâu_dài màu xanh quân_đội sành_điệu thấm hoàn_hảo hoạt_động ngoài_trời,"Hoàn hảo cho những người đam mê thể thao và chạy bộ, vật liệu bền và lâu dài, màu xanh quân đội sành điệu, không thấm nước và hoàn hảo cho các hoạt động ngoài trời,",Chubby M.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh,No Brand,https://www.lazada.vn/products/dong-ho-the-thao-ky-thuat-so-synoke-danh-cho-nam-da-chuc-nang-chronograph-chong-nuoc-man-hinh-led-da-quang-co-bao-dong-va-den-nen-ly-tuong-cho-cac-hoat-dong-ngoai-troi-va-chay-bo-i2602114519-s12673623795.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2602114519%253Bsrc%253ALazadaMainSrp%253Brn%253Aa3b63c45444a6de5ef96ba1e87ea1e13%253Bregion%253Avn%253Bsku%253A2602114519_VNAMZ%253Bprice%253A70000%253Bclient%253Adesktop%253Bsupplier_id%253A200495200216%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A17%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100415%253Bitem_id%253A2602114519%253Bsku_id%253A12673623795%253Bshop_id%253A3709554%253BtemplateInfo%253A116090_A3_B_C_D_E_L_A0%2523108493_G%2523&configId=choice_VN_promotion&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=China&price=7E%204&priceCompare=skuId%3A12673623795%3Bsource%3Alazada-search-voucher%3Bsn%3Aa3b63c45444a6de5ef96ba1e87ea1e13%3BunionTrace%3A9c3b81a717268878238111336e%3BoriginPrice%3A70000%3BvoucherPrice%3A70000%3BdisplayPrice%3A70000%3BsinglePromotionId%3A900000030778374%3BsingleToolCode%3AshopPromPrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726887824011&ratingscore=3.0&request_id=a3b63c45444a6de5ef96ba1e87ea1e13&review=12&sale=4&search=1&source=search&spm=a211g0.searchlist.list.17&stock=1&upItemIds=2602114519,Đồng hồ thể thao kỹ thuật số Synoke dành cho nam Đa chức năng Chronograph chống nước Màn hình LED dạ quang có báo động và đèn nền Lý tưởng cho các hoạt động ngoài trời và chạy bộ,70,20210600,,OK
768,3,"[0, 0, 1, 0, 0]",xài adapter dock xấu hình gốc,"Xài được, nhưng adapter và dock xấu hơn hình gốc",Le V.,Thiết bị số,Bộ sạc đa năng,Seagate,https://www.lazada.vn/products/dau-doc-o-cung-docking-seagate-35-usb-30-i209735989.html?spm=a2o4n.searchlistcategory.list.39.5f1f1714WLyRPn,Đầu đọc ổ cứng Docking Seagate 3.5 USB 3.0,125,20210600,,OK
769,5,"[0, 0, 0, 0, 1]",màu_sắc phù_hợp phong_cách đồng_hành thuận_tiện hoạt_động thể_thao ngoài_trời,"Nhiều màu sắc để phù hợp với phong cách của bạn, Người bạn đồng hành thuận tiện cho các hoạt động thể thao ngoài trời,",Nam T.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh,No Brand,https://www.lazada.vn/products/2024-moi-the-thao-ngoai-troi-dong-ho-thong-minh-smartwatch-danh-cho-nam-man-hinh-hd-199-tro-ly-giong-noi-ip67-day-thep-khong-gi-chong-tham-nuoc-i2616901208.html?spm=a2o4n.searchlistcategory.list.110.696025bc3svPSk,2024 Mới Thể Thao Ngoài Trời Đồng Hồ Thông Minh Smartwatch Dành Cho Nam Màn Hình Hd 1.99 ''Trợ Lý Giọng Nói Ip67 Dây Thép Không Gỉ Chống Thấm Nước,359,20210600,,OK
770,3,"[0, 0, 1, 0, 0]",nfc chức_năng mạ tải ảnh máy điện_thoại,"không thấy có NFC, các chức năng khác dùng mạ được. không tải được ảnh nền từ máy điện thoại",Trần T.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh,No Brand,https://www.lazada.vn/products/2024-moi-the-thao-ngoai-troi-dong-ho-thong-minh-smartwatch-danh-cho-nam-man-hinh-hd-199-tro-ly-giong-noi-ip67-day-thep-khong-gi-chong-tham-nuoc-i2616901208.html?spm=a2o4n.searchlistcategory.list.110.696025bc3svPSk,2025 Mới Thể Thao Ngoài Trời Đồng Hồ Thông Minh Smartwatch Dành Cho Nam Màn Hình Hd 1.99 ''Trợ Lý Giọng Nói Ip67 Dây Thép Không Gỉ Chống Thấm Nước,359,20210600,,OK
771,5,"[0, 0, 0, 0, 1]",hàng đẹp giá ok bé sài_thích gắn sim sài_ok bt trừ ko gọi free dc gọi tiền sim sài_app nhắn_tin or chát voice giá ok lắm,"Hàng đẹp, giá OK. Bé Sài thích. Gắn sim Sài ok như bt, điểm trừ là ko gọi free dc. Gọi mất tiền như sim thường. Sài app cũng chỉ nhắn tin or chát voice… với giá này thì OK lắm rồi",vu T.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,ANNCOE,https://www.lazada.vn/products/dong-ho-thong-minh-tre-em-anncoe-y85s-pro-nghe-goi-nhan-tin-dinh-vi-tu-xa-chong-nuoc-ip67-i1717371302.html?spm=a2o4n.searchlistcategory.list.130.65296b7aa9ZOko,Đồng hồ thông minh trẻ em ANNCOE Y85S Pro nghe gọi nhăn tin định vị từ xa chống nước IP67,425,20210600,,OK
772,5,"[0, 0, 0, 0, 1]",đồng_hồ thông_minh trẻ_em giao hàng đẹp lắm bé mua sim xài thử,"đồng hồ thông minh trẻ em giao hàng nhanh và đẹp lắm, bé nhà mình rất thích chưa mua sim nên chưa xài thử.",Ngọc D.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,ANNCOE,https://www.lazada.vn/products/dong-ho-thong-minh-tre-em-anncoe-y85s-pro-nghe-goi-nhan-tin-dinh-vi-tu-xa-chong-nuoc-ip67-i1717371302.html?spm=a2o4n.searchlistcategory.list.130.65296b7aa9ZOko,Đồng hồ thông minh trẻ em ANNCOE Y85S Pro nghe gọi nhăn tin định vị từ xa chống nước IP68,425,20210600,,OK
773,1,"[1, 0, 0, 0, 0]",shop tặng sim ko gửi kèm phản_hồi ko gửi toàn hứa ko mua oki mua ko khâc phục ngưòi ta lỗi shop,Shop nói tặng sim mà ko gửi kèm. Phản hồi lại cũng ko thấy gửi. Toàn hứa ko. Lúc chưa mua thì gì cũng oki. Mua rồi ko khâc phục cho ngưòi ta . Lỗi là của shop mà,0***8,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,ANNCOE,https://www.lazada.vn/products/dong-ho-thong-minh-tre-em-anncoe-y85s-pro-nghe-goi-nhan-tin-dinh-vi-tu-xa-chong-nuoc-ip67-i1717371302.html?spm=a2o4n.searchlistcategory.list.130.65296b7aa9ZOko,Đồng hồ thông minh trẻ em ANNCOE Y85S Pro nghe gọi nhăn tin định vị từ xa chống nước IP69,425,20210600,,OK
774,3,"[0, 0, 1, 0, 0]",đồng_hồ gắn đá kim_cương nhân_tạo đẹp hình quảng_cáo hôp đóng_gói sơ_sài giá mua,đồng hồ gắn đá kim cương nhân tạo không đẹp như trong hình quảng cáo lại không có hôp đóng gói sơ sài giá mua lại cao,*******648,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh thiết kế,OEM,https://www.lazada.vn/products/lich-nguoi-dan-ong-hoan-toan-jewelled-dong-ho-kim-cuong-hop-thoi-trang-dong-ho-vong-deo-tay-cho-ngay-le-tinh-nhan-hoan-hao-qua-tang-i2389345346.html?spm=a2o4n.searchlistcategory.list.33.39193f65xT0g69,Lịch người đàn ông hoàn toàn-jewelled Đồng hồ kim cương hợp thời trang đồng hồ vòng đeo tay cho ngày lễ tình nhân hoàn hảo Quà Tặng,85,20210600,,OK
775,4,"[0, 0, 0, 1, 0]",hàng truyền data 35 40cm nhãn_hiệu bao_bì bịch nylon,"Đúng hàng, truyền data tốt, chỉ dài 35-40cm. Không nhãn hiệu, không bao bì, chỉ có bịch nylon.",Nguyen A.,Thiết bị số,Bộ sạc đa năng,OEM,https://www.lazada.vn/products/day-cap-usb-30-cho-o-cung-di-dong-hdd-i258196326.html?spm=a2o4n.searchlistcategory.list.52.5f1f1714WLyRPn,Dây cáp USB 3.0 Cho ổ Cứng Di Động HDD,20,20210600,,OK
776,1,"[1, 0, 0, 0, 0]",giao hàng,giao không đúng hàng,n***,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh thiết kế,No Brand,https://www.lazada.vn/products/dong-ho-nam-rolex-mat-cao-cap-chong-nuoc-chinh-hang-tang-1-vong-ty-huu-i1269285398-s4783165084.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A1269285398%253Bsrc%253ALazadaMainSrp%253Brn%253A9476594ca58a55676179532c72aadb2c%253Bregion%253Avn%253Bsku%253A1269285398_VNAMZ%253Bprice%253A299000%253Bclient%253Adesktop%253Bsupplier_id%253A200166717097%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A5%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100416%253Bitem_id%253A1269285398%253Bsku_id%253A4783165084%253Bshop_id%253A2032738%253BtemplateInfo%253A107883_C_D_E%25231103_B_L%25231101_A3%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=H%C3%A0%20N%E1%BB%99i&price=2.99E%205&priceCompare=skuId%3A4783165084%3Bsource%3Alazada-search-voucher%3Bsn%3A9476594ca58a55676179532c72aadb2c%3BunionTrace%3Aa3b58f9517268882641764136e%3BoriginPrice%3A299000%3BvoucherPrice%3A299000%3BdisplayPrice%3A299000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726888264395&ratingscore=4.222222222222222&request_id=9476594ca58a55676179532c72aadb2c&review=9&sale=29&search=1&source=search&spm=a2o4n.searchlistcategory.list.5&stock=1,Đồng hồ Nam Rolex Mặt Cao Cấp Chống Nước Chính Hãng Tặng 1 Vòng Tỳ Hưu,299,20210600,,OK
777,5,"[0, 0, 0, 0, 1]",giao usb 3 0 mô_tả dây chắc_chắn đẹp test truyền ổn_định,"Giao nhanh, đủ, đúng usb 3.0 như mô tả. Dây nhìn chắc chắn, đẹp nhưng chưa test nên chưa biết truyền có ổn định không.",Ngọc,Thiết bị số,Bộ sạc đa năng,OEM,https://www.lazada.vn/products/day-cap-usb-30-cho-o-cung-di-dong-hdd-i258196326.html?spm=a2o4n.searchlistcategory.list.52.5f1f1714WLyRPn,Dây cáp USB 3.0 Cho ổ Cứng Di Động HDD,20,20210600,,OK
778,5,"[0, 0, 0, 0, 1]",đông hồ đẹp vàng chóe phai màu hơi nghi tầm giá 200k vây ổn lăm,"Đông hồ đẹp, vàng chóe luôn. Nhưng dùng lâu có bị phai màu không??? Cũng hơi nghi! Nhưng không sao, với tầm giá~200k vây là ổn lăm rồi",Phan H.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh thiết kế,No Brand,https://www.lazada.vn/products/dong-ho-nam-rolex-mat-cao-cap-chong-nuoc-chinh-hang-tang-1-vong-ty-huu-i1269285398-s4783165084.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A1269285398%253Bsrc%253ALazadaMainSrp%253Brn%253A9476594ca58a55676179532c72aadb2c%253Bregion%253Avn%253Bsku%253A1269285398_VNAMZ%253Bprice%253A299000%253Bclient%253Adesktop%253Bsupplier_id%253A200166717097%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A5%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100416%253Bitem_id%253A1269285398%253Bsku_id%253A4783165084%253Bshop_id%253A2032738%253BtemplateInfo%253A107883_C_D_E%25231103_B_L%25231101_A3%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=H%C3%A0%20N%E1%BB%99i&price=2.99E%205&priceCompare=skuId%3A4783165084%3Bsource%3Alazada-search-voucher%3Bsn%3A9476594ca58a55676179532c72aadb2c%3BunionTrace%3Aa3b58f9517268882641764136e%3BoriginPrice%3A299000%3BvoucherPrice%3A299000%3BdisplayPrice%3A299000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726888264395&ratingscore=4.222222222222222&request_id=9476594ca58a55676179532c72aadb2c&review=9&sale=29&search=1&source=search&spm=a2o4n.searchlistcategory.list.5&stock=3,Đồng hồ Nam Rolex Mặt Cao Cấp Chống Nước Chính Hãng Tặng 1 Vòng Tỳ Hưu,299,20210600,,OK
779,5,"[0, 0, 0, 0, 1]",đồng_hồ đẹp săn sale giá đeo ưng đóng_gói cẩn_thận tặng kèm vòng hạt đeo thời_trang,Đồng hồ đẹp quá. Săn sale được giá tốt mà đeo lên rất ưng tay. Đóng gói cẩn thận. Còn được tặng kèm vòng hạt đeo thời trang nữa.,Nghĩa Đ.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh thiết kế,No Brand,https://www.lazada.vn/products/dong-ho-nam-rolex-mat-cao-cap-chong-nuoc-chinh-hang-tang-1-vong-ty-huu-i1269285398-s4783165084.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A1269285398%253Bsrc%253ALazadaMainSrp%253Brn%253A9476594ca58a55676179532c72aadb2c%253Bregion%253Avn%253Bsku%253A1269285398_VNAMZ%253Bprice%253A299000%253Bclient%253Adesktop%253Bsupplier_id%253A200166717097%253Bbiz_source%253Ahttps%253A%252F%252Fwww.lazada.vn%252F%253Bslot%253A5%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100416%253Bitem_id%253A1269285398%253Bsku_id%253A4783165084%253Bshop_id%253A2032738%253BtemplateInfo%253A107883_C_D_E%25231103_B_L%25231101_A3%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=vi&location=H%C3%A0%20N%E1%BB%99i&price=2.99E%205&priceCompare=skuId%3A4783165084%3Bsource%3Alazada-search-voucher%3Bsn%3A9476594ca58a55676179532c72aadb2c%3BunionTrace%3Aa3b58f9517268882641764136e%3BoriginPrice%3A299000%3BvoucherPrice%3A299000%3BdisplayPrice%3A299000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1726888264395&ratingscore=4.222222222222222&request_id=9476594ca58a55676179532c72aadb2c&review=9&sale=29&search=1&source=search&spm=a2o4n.searchlistcategory.list.5&stock=4,Đồng hồ Nam Rolex Mặt Cao Cấp Chống Nước Chính Hãng Tặng 1 Vòng Tỳ Hưu,299,20210600,,OK
780,5,"[0, 0, 0, 0, 1]",thích_hợp trẻ_em màn_hình led màu_sắc phù_hợp trẻ_em màn_hình led màu_sắc phù_hợp trẻ_em màn_hình led màu_sắc,"Thích hợp cho trẻ em, Màn hình LED nhiều màu sắc, phù hợp với trẻ em, màn hình LED nhiều màu sắc, phù hợp với trẻ em, màn hình LED nhiều màu sắc,",Kon A.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/dong-ho-thong-minh-danh-cho-tre-em-hien-thi-tuan-dong-ho-deo-tay-ky-thuat-so-led-dong-ho-the-thao-chong-nuoc-danh-cho-be-trai-va-be-gai-voi-tinh-nang-dong-ho-dung-i2615700427.html?spm=a2o4n.searchlistcategory.list.207.1aa06b7a61CE6O,Đồng hồ thông minh dành cho trẻ em Hiển thị tuần Đồng hồ đeo tay kỹ thuật số Led Đồng hồ thể thao chống nước dành cho bé trai và bé gái với tính năng đồng hồ dừng,39.4,20210600,,OK
781,3,"[0, 0, 1, 0, 0]",1 pin không_thể thay,"Chỉ dùng 1 lần, hết pin không thể thay,,,,,,,,,,,,,,,,,,,,,,",3***5,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/dong-ho-thong-minh-danh-cho-tre-em-hien-thi-tuan-dong-ho-deo-tay-ky-thuat-so-led-dong-ho-the-thao-chong-nuoc-danh-cho-be-trai-va-be-gai-voi-tinh-nang-dong-ho-dung-i2615700427.html?spm=a2o4n.searchlistcategory.list.207.1aa06b7a61CE6O,Đồng hồ thông minh dành cho trẻ em Hiển thị tuần Đồng hồ đeo tay kỹ thuật số Led Đồng hồ thể thao chống nước dành cho bé trai và bé gái với tính năng đồng hồ dừng,39.4,20210600,,OK
782,2,"[0, 1, 0, 0, 0]",máy lua gạt máy mã đăng_ký quét,bán máy lua gạt máy không có mã có đăng ký sao quét,*******808,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/thong-minh-cho-tre-em-dong-ho-4g-sos-man-hinh-cam-ung-dinh-vi-gps-cuoc-goi-video-sim-may-anh-the-khong-tham-nuoc-smartwatch-cho-nam-nu-i2652728772.html?spm=a2o4n.searchlistcategory.list.201.ba596b7adziQ02,Thông minh cho trẻ em Đồng Hồ 4G SOS màn hình cảm ứng định vị GPS Cuộc Gọi Video Sim máy ảnh thẻ Không Thấm Nước Smartwatch Cho nam nữ,231,20210600,,OK
783,5,"[0, 0, 0, 0, 1]",dây đeo đồng_hồ mềm cảm_ứng chức_năng chất_lượng đề_nghị mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim mặt cười 3 trái tim,"Dây đeo đồng hồ rất mềm, cảm ứng tốt, rất chức năng và chất lượng tốt quá. Đề nghị.🥰🥰🥰🥰",รณรุต M.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/thong-minh-cho-tre-em-dong-ho-4g-sos-man-hinh-cam-ung-dinh-vi-gps-cuoc-goi-video-sim-may-anh-the-khong-tham-nuoc-smartwatch-cho-nam-nu-i2652728772.html?spm=a2o4n.searchlistcategory.list.201.ba596b7adziQ02,Thông minh cho trẻ em Đồng Hồ 4G SOS màn hình cảm ứng định vị GPS Cuộc Gọi Video Sim máy ảnh thẻ Không Thấm Nước Smartwatch Cho nam nữ,231,20210600,,OK
784,5,"[0, 0, 0, 0, 1]",sản_phẩm tạm mmmmmmmmm khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ khuôn mặt suy nghĩ,sản phẩm cũng tạm được.mmMmmmMmm🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,Mai N.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
785,1,"[1, 0, 0, 0, 0]",màn_hình khuyết lỗi gọi kém đề_nghị đỏi,"màn hình bị khuyết,lỗi không nghe gọi được,quá kém ' đề nghị đỏi trả ngay",Third-Party-User,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
786,5,"[0, 0, 0, 0, 1]",mua đồng_hồ 2g chuẩn_bị sử_dụng,mua đồng hồ nói này 2G đang chuẩn bị bỏ sao sử dụng,*******506,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
787,1,"[1, 0, 0, 0, 0]",đồng_hồ chất_lượng ra_gì thời_gian sử_dụng kết_nối định_vị sim 4g đi kèm cheo đầu dê thịt chó hàng nghiêm_túc mua sim 4g cài kết_nối định_vị nhà_hàng,"Đồng hồ thì không biết chất lượng ra gì, để thời gian sử dụng mới biết được, không kết nối định vị được. Lại không có sim 4G đi kèm. Cheo đầu Dê, bán thịt Chó! Nói lên thì bán hàng nghiêm túc nhé. Tôi đã mua sim 4G cài vào mà cũng không kết nối được định vị. Nhà hàng nghĩ sao?",VŨ T.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
788,1,"[1, 0, 0, 0, 0]",shop hàng kiểu treo thịt dê thịt chó chó chó chó giao hàng nhắn_tin chả,shop bán hàng kiểu gì vậy treo thịt dê bán thịt chó 🐕🐕🐕 giao hàng thiếu. nhắn tin không chả lời,Yeu T.,Đồng hồ thông minh & Phụ kiện,Đồng hồ thông minh cho trẻ em,No Brand,https://www.lazada.vn/products/combo-dong-ho-thong-minh-q12-dinh-vi-lbs-danh-cho-be-va-sim-4g-mobile-sieu-uu-dai-mien-phi-90gb-thang-va-30-phut-ngo-i2400845048.html?spm=a2o4n.searchlistcategory.list.118.5caf6b7aQkISRG,[COMBO] Đồng Hồ Thông Minh Q12 Định Vị LBS dành cho bé VÀ Sim 4G Mobile siêu ưu đãi - miễn phí 90Gb tháng và 30 phút ngo,141,20210600,,OK
